state,acfrs_original_name
IL, Southern Will County Cooperative for Special Education 
IL, Southwest Cook County Cooperative Association for Special Education 
IL, Special Education Association of Peoria County 
IL, Special Education District of Lake County 
IL, Special Education District of Mchenry County 
IL, Speed S.E.J.A. 802 
IL, Tazewell-Mason Counties Special Education Association 
IL, United Community Unit School District No. 304 
IL, Valley View Public Schools Community Unit District 
IL, Vermilion County School District 2 Westville Commmunity Unit 
IL, West Aurora School District 129 
IL, West Chicago Elementary School - District 33 
IL, West Harvey Dixmoor School District 147 
IL, Westchester Public School District 92 1-2 
IL, Williamson County Special Education District 
IL, Wilmington Community Unit School District No. 209u 
IN, Admas Central Community Schools - Ecas 
IN, Alexandria Community School Corporation - Ecas 
IN, Anderson Community School Corporation - Ecas 
IN, Argos Community Schools - Eca 
IN, Attica Consolidate School Corporation - Ecas 
IN, Avon Community School Corporation - Ecas 
IN, Barr-Reeve Community Schools Inc 
IN, Bartholomew Consol School Corporation - Eca 
IN, Baugo Community Schools - Ecas 
IN, Bloomfield School District - Ecas 
IN, Bremen Public Schools - Ecas 
IN, Brown County Schools 
IN, Brownsburg Community School Corporation - Ecas 
IN, Brownstown Central Comm School Corporation-Ecas 
IN, Carroll Consolidated School Corporation - Ecas 
IN, Caston School Corporation - Ecas 
IN, Centerville-Abington Com School Corporation 
IN, Central Noble Community Schools 
IN, Charles A. Beard Memorial School Corporation 
IN, Chas A Beard Memorial School Corporation - Ecas 
IN, Chas A Beard Memorial School Corporation 
IN, Clark-Pleasant Comm School Corporation - Ecas 
IN, Clarksville Community School Corporation - Ecas 
IN, Clay Community Schools - Ecas 
IN, Clinton-Prairie School Corporation Ecas 
IN, Community School Corporation of Southern Hancock County 
IN, Concord Community Schools - Ecas 
IN, Covington Community School Corporation - Ecas 
IN, Cowan Community School Corporation - Ecas 
IN, Crawford County Community School Corporation-Ecas 
IN, Crawfordsville Community School Corporation 
IN, Crawfordsville Community Schools - Ecas 
IN, Daleville Community Schools - Ecas 
IN, Danville Community School Corporation - Ecas 
IN, Decatur County Community Schools - Ecas 
IN, Dekalb County Central Unit School Dist - Eca 
IN, Dekalb County East Comm School Dist - Ecas 
IN, Dekalb County Eastern Community School District 
IN, Delaware Community School Corporation - Ecas 
IN, Dugger Union Community School Corporation 
IN, Duneland School Corporation - Ecas 
IN, East Gibson School Corporation - Ecas 
IN, East Noble School Corporation - Ecas 
IN, East Washington School Corporation - Ecas 
IN, Eastbrook Community School Corporation - Ecas 
IN, Eastern Hancock Cnty Cmnty School Corporation 
IN, Eastern Hancock County Comm School Corporation Ecas 
IN, Eastern Howard School Corporation - Ecas 
IN, Eastern Howard School Corporation 
IN, Elwood Community School Corporation - Ecas 
IN, Fairfield Community Schools - Ecas 
IN, Flat Rock-Haw Creek School Corporation 
IN, Flat Rock-Hawcreek School Corporation - Ecas 
IN, Franklin Community School Corporation - Ecas 
IN, Franklin County Community School Corporation - Ecas 
IN, Franklin Township Community School Corporation - Eca 
IN, Frankton-Lapel Comm School Corporation - Ecas 
IN, Frankton-Lapel Community School Corporation 
IN, Fremont Community Schools - Ecas 
IN, Frontier School Corporation 
IN, Frontier School Corporaton - Ecas 
IN, Garrett-Keyser-Butler Community School District 
IN, Garrett-Keyser-Butler Community Schools 
IN, Gary Community School Corporation - Ecas 
IN, Goshen Community Schools - Ecas 
IN, Greensburg Community Schools - Ecas 
IN, Greenwood Community School Corporation - Ecas 
IN, Hamilton Community Schools - Ecas 
IN, Hanover Community School Corporation - Ecas 
IN, Huntington County Community School Corporation Ecas 
IN, Irvington Community School 
IN, Jac-Cen-Del Community School Corporation - Ecas 
IN, Jay School Corporation - Ecas 
IN, Jay School Corporation 
IN, Kankakee Valley School Corporation - Eca 
IN, Kankakee Valley School Corporation 
IN, Kokomo School Corporation - Ecas 
IN, Lake Central School Corporation - Ecas 
IN, Lake Station Community Schools - Ecas 
IN, Laporte Community School Corporation - Ecas 
IN, Laporte Community School Corporation 
IN, Lebanon Community School Corporation - Ecas 
IN, Lewis Cass Schools 
IN, Liberty-Perry Community School Corporation 
IN, Liberty-Perry Community School Corporation Ecas 
IN, Loogootee Community School Corporation - Ecas 
IN, Manchester Community Schools - Ecas 
IN, Metropolitan School District of Boone Township 
IN, Metropolitan School District of Mt. Vernon 
IN, Metropolitan School District of New Durham 
IN, Metropolitan School District of North Posey County 
IN, Metropolitan School District of Pike Township 
IN, Metropolitan School District of Shakamak 
IN, Metropolitan School District of Steuben County 
IN, Metropolitan School District of Warren County 
IN, Metropolitan School District of Wayne Township 
IN, Middlebury Community Schools - Ecas 
IN, Milan Community Schools - Ecas 
IN, Milan Community Schools 
IN, Monroe-Gregg School District - Ecas 
IN, Mooresville Consol School Corporation - Ecs 
IN, Mount Vernon Comunnity School Corporation 
IN, Mt Vernon Community School Corporation - Ecas 
IN, N Vermillion Community School Corporation - Eca 
IN, N Vermillion Community School Corporation 
IN, Neighbors Educational Opportunities 
IN, New Albany-Floyd County Consolidated School Corporation 
IN, New Prairie United School Corporation - Ecas 
IN, Nineveh-Hensley-Jackson United School Corporation 
IN, Norht Newton School Corporation - Ecas 
IN, North Central Parke Comm School - Ecas 
IN, North Central Parke Community School 
IN, North Daviess Community Schools - Ecas 
IN, North Gibson School Corporation - Ecas 
IN, North Knox School Corporation - Ecas 
IN, North Lawrence Community Schools - Ecas 
IN, North Miami Community Schools - Ecas 
IN, North Montgomery Comm School Corporation - Ecas 
IN, North Newton School Corporation Ecas 
IN, North Posey Metropolitan School District 
IN, North Spencer County School Corporation 
IN, Northeast Dubois County School Corporation - Ecas 
IN, Northern Wells Community Schools - Ecas 
IN, Northern Wells Community Schools 
IN, Oregon-Davis School Corporation - Ecas 
IN, Orleans Community Schools - Ecas 
IN, Perry Township Schools 
IN, Peru Community Schools - Ecas 
IN, Pioneer Regional School Corporation-Ecas 
IN, Plainfield Community School Corporation - Ecas 
IN, Porter Township School Corporation 
IN, Porter Township School Corporation-Ecas 
IN, Prairie Heights Comm School Corporation - Ecas 
IN, Randolph Southern School Corporation - Ecas 
IN, Richland-Beanblossom Comm School Corporation 
IN, Richmond Community Schools - Ecas 
IN, Rising Sun-Ohio County Comm School Corporation-Ecas 
IN, Rising Sun-Ohio County Community School Corporation 
IN, Rochester Community School Corporation - Ecas 
IN, Rossville Consolidated School Dist - Eca 
IN, S Vermillion Comm School Corporation - Ecas 
IN, S Vermillion Community School Corporation 
IN, School City of Hobart - Ecas 
IN, School City of Hobart 
IN, School City of Mishawaka - Ecas 
IN, School City of Mishawaka 
IN, School City of Whiting - Ecas 
IN, School City of Whiting 
IN, School Town of Munster - Ecas 
IN, School Town of Munster 
IN, Scott County School District 1 - Ecas 
IN, Scott County School District 2 - Ecas 
IN, Sheridan Community Schools - Ecas 
IN, Shoals Community School Corporation - Ecas 
IN, South Dearborn Comm School Corporation - Ecas 
IN, South Harrison Community School Corporation 
IN, South Harrison Community Schools - Ecas 
IN, South Harrison Community Schools 
IN, South Henry School Corporation - Ecas 
IN, South Knox School Corporation - Ecas 
IN, South Madison Community School Corporation-Ecas 
IN, South Montgomery Comm School Corporation - Ecas 
IN, Southern Wells Community Schools - Ecas 
IN, Southern Wells Community Schools 
IN, Southwest Dubois Cnty School Corporation 
IN, Southwest Dubois County School Corporation - Ecas 
IN, Southwest Park Comm School Corporation - Ecas 
IN, Southwestern Jefferson County Consolidated School Corporation 
IN, Spencer-Owen Community Schools - Ecas 
IN, Sw Jefferson County Consol School Corporation - Eca 
IN, Sw Jefferson County Consolidated School Corporation 
IN, Switzerland County School Corporation - Ecas 
IN, Taylor Community School Corporation - Ecas 
IN, The Bloomington Project School 
IN, Tippecanoe School Corporation - Ecas 
IN, Tipton Community School Corporation - Ecas 
IN, Tri-Central Community Schools - Ecas 
IN, Tri-County School Corporation - Ecas 
IN, Tri-County School Corporation 
IN, Tri-Creek School Corporation - Ecas 
IN, Triton School Corporation - Ecas 
IN, Twin Lakes School Corporation - Ecas 
IN, Twin Lakes School Corporation 
IN, Union County College Corner Joint School District 
IN, Union School Corporation - Ecas 
IN, Union Township School Corporation - Ecas 
IN, Vanguard Collegiate of Indianapolis 
IN, Vigo County School Corporation - Ecas 
IN, Vincennes Community School Corporation - Ecas 
IN, Wa-Nee Community Schools - Ecas 
IN, Warrick County School Corporation - Ecas 
IN, Warsaw Community Schools - Ecas 
IN, Wes-Del Community School Corporation - Ecas 
IN, Wes-Del Community School Corporation 
IN, West Central School Corporation - Ecas 
IN, West Noble School Corporation - Ecas 
IN, West Washington School Corporation - Ecas 
IN, Western School Corporation - Ecas 
IN, Westview School Corporation - Ecas 
IN, White River Valley School District - Eca 
IN, Whitely County Cnsld School Corporation - Ecas 
IN, Whitko Community School Corporation - Ecas 
IN, Whitley County Consolidated School Corporation 
KS, A.N.W. Special Education Cooperative No. 603 
KS, Bourbon County Unified School District 234 
KS, Butler County Special Education Interlocal No. 638 
KS, Chanute Unified Scholl District No. 413 
KS, Chaparral Schools Unified School District No. 361 
KS, Desoto Unified School District 232 
KS, El Dorado Unified School District No. 490 
KS, Fort Leavenworth USD 207 
KS, Gardner Unified School District No. 231 
KS, Haysville Public Schools USD 261 
KS, High Plains Educational Cooperative District Number 611 
KS, Interlocal No. 608 Northeast Kansas Education Service Center 
KS, Manhattan-Ogden Unified School District No. 383 
KS, North Central Kansas Special Education Cooperative Interlocal 636 
KS, Reno County Education Cooperative No. 610 
KS, Sedgwick County Area Educational Services Interlocal Cooperative 
KS, South Central Kansas Special Education Cooperative 
KS, Southeast Kansas Education Service Center 
KS, Southeast Kansas Special Education Interlocal 637 
KS, Southwest Kansas Area Cooperative District No 613 
KS, Sw Plains Regional Service Center Unified School District 626 
KS, Tri-County Special Education Cooperative No. 607 
KS, Unified School Distrcit 249 
KS, Unified School Distrct No. 379 
KS, Unified School District 204 Bonner Springs-Edwardsville 
KS, Unified School District 210 
KS, Unified School District 248 
KS, Unified School District 250 
KS, Unified School District 257 
KS, Unified School District 273 
KS, Unified School District 308 
KS, Unified School District 333 
KS, Unified School District 365 
KS, Unified School District 405 Lyons 
KS, Unified School District 409 
KS, Unified School District 445 
KS, Unified School District 457 
KS, Unified School District 480 
KS, Unified School District 499 
KS, Unified School District 503 
KS, Unified School District 506 
KS, Unified School District 508 
KS, Unified School District No 202 
KS, Unified School District No 446 
KS, Unified School District No 447 Cherryvale 
KS, Unified School District No 465 
KS, Unified School District No. 244 Burlington Ks 
KS, Unified School District No. 253 
KS, Unified School District No. 263 
KS, Unified School District No. 290 
KS, Unified School District No. 298 
KS, Unified School District No. 309 
KS, Unified School District No. 313 
KS, Unified School District No. 363 
KS, Unified School District No. 373 
KS, Unified School District No. 407 
KS, Unified School District No. 428 
KS, Unified School District No. 431 Hoisington 
KS, Unified School District No. 443 
KS, Unified School District No. 458 
KS, Unified School District No. 466 
KS, Unified School District No. 470 
KS, Unified School District No. 475 
KS, Unified School District No. 489 
KS, Unified School District No. 495 
KS, Unified School District No. 500 
KS, Unified School District Number 214 
KS, Unified School District Number 320 
KS, Unified School District Number 367 
KS, Unified School District Number 368 Paola 
KS, Valley Center Unified School District No. 262 
KY, Bowling Green Independent School District 
KY, Butler County School District 
KY, Campbellsville Independent School District 
KY, Clay County School District 
KY, Dawson Springs Independent School District 
KY, East Bernstadt Independent School District 
KY, Elizabethtown Independent School District 
KY, Erlanger-Elsmere Independent School District 
KY, Fayette County Public Schools 
KY, Floyd County School District 
KY, Fulton County School District 
KY, Fulton Independent School District 
KY, Hancock County School District 
KY, Harlan Independent School District 
KY, Hart County School District 
KY, Johnson County School District 
KY, Larue County School District 
KY, Montgomery County School District 
KY, Paris Independent Board of Education 
KY, Pulaski County School District 
KY, Raceland-Worthington Independent School District 
KY, Russell County School District 
KY, Russell Independent School District 
KY, Russellville Independent School District 
KY, Walton-Verona Independent School District 
KY, West Kentucky Educational Cooperative 
KY, Williamsburg Independent School 
KY, Williamstown Independent Board of Education 
LA, Acadia Parish School Board 
LA, Administration of the Tulane Educational Fund 
LA, Allen Parish School Board 
LA, Ascension Parish School Board 
LA, Assumption Parish School Board 
LA, Avoyelles Parish School Board 
LA, Beauregard Parish School Board 
LA, Bienville Parish School Board 
LA, Bienville Parish Tax Custodial Fund of the Bienville Parish School Board 
LA, Bogalusa City School Board 
LA, Bossier Parish School Board - Bossier Education Excellence Fund 
LA, Bossier Parish School Board 
LA, Caddo Parish School Board 
LA, Calcasieu Parish School Board 
LA, Caldwell Parish School Board 
LA, Cameron Parish School Board 
LA, Catahoula Parish School Board 
LA, Central Community School System 
LA, City of Baker School Board 
LA, City of Bogalusa School Board 
LA, City of Central School Board 
LA, City of Monroe School Board 
LA, City of Zachary School Board 
LA, Claiborne Parish School Board 
LA, Concordia Parish School Board 
LA, Desoto Parish School Board 
LA, East Baton Rouge Parish School System 
LA, East Carroll Parish School Board 
LA, East Feliciana Parish School Board 
LA, Evangeline Parish School Board 
LA, Franklin Parish School Board 
LA, Grant Parish School Board 
LA, Greater Ouachita Coalition Providing Aids Resources _ Education 
LA, Homer A Plessy Community School 
LA, Iberia Parish School Board 
LA, Iberville Parish School Board 
LA, Jackson Parish School Board 
LA, Jefferson Davis Parish School Board 
LA, Lafayette Parish School Board 
LA, Lafourche Parish School Board 
LA, Lafourche Parish Special Education District No 1 
LA, Lasalle Parish School Board 
LA, Lincoln Parish School Board 
LA, Livinston Parish School Board 
LA, Louisiana Public School Risk Management Agency 
LA, Louisiana School Employees Retirement System 
LA, Madison Parish School Board 
LA, Morehouse Parish School Board 
LA, Natchitoches Parish School Board 
LA, Orleans Parish Charter School - Idea Public Schools Nola Inc. 
LA, Orleans Parish School Board 
LA, Ouachita Parish School Board 
LA, Plaquemines Parish School Board 
LA, Pointe Coupee Parish School Board 
LA, Rapides Parish School Board 
LA, Red River Parish School Board 
LA, Richland Parish School Board 
LA, Sabine Parish School Board 
LA, St. Bernard Parish School Board 
LA, St. Charles Parish School Board 
LA, St. Helena Parish School Board 
LA, St. James Parish School Board 
LA, St. John the Baptist Parish School Board 
LA, St. Landry Parish School Board 
LA, St. Martin Parish School Board 
LA, St. Mary Parish School Board 
LA, St. Tammany Parish School Board 
LA, Tangipahoa Parish School System 
LA, Tensas Parish School Board 
LA, Terrebonne Parish School Board 
LA, Union Parish School Board 
LA, Vermilion Parish School Board 
LA, Vernon Parish School Board 
LA, Washington Parish School Board - Wesley Ray Elementary School Cash Activity Account 
LA, Washington Parish School Board 
LA, Webster Parish School Board 
LA, West Baton Rouge Parish School Board 
LA, West Carroll Parish School Board 
LA, West Feliciana Parish School Board 
LA, Winn Parish School Board 
MA, Acton-Boxborough Regional School District 
MA, Amherst-Pelham Regional School District 
MA, Ashburnham-Westminster Regional School District 
MA, Assabet Valley Regional Technical High School 
MA, Athol-Royalston Regional School District 
MA, Blue Hills Regional Vocational School District 
MA, Bristol-Plymouth Regional Technical School District 
MA, Dennis-Yarmouth Regional School District 
MA, Dighton Rehoboth Regional School District 
MA, Diman Regional Voc 
MA, Diman Regional Vocational Technical High School 
MA, Dudley-Charlton Regional School District 
MA, Frontier Regional School District 
MA, Gill-Montague Regional School District 
MA, Greater Lawrence Regional Vocational Technical High School District 
MA, Greater Lowell Regional Vocational Technical School District 
MA, Greater New Bedford Regional Vocational Technical High School 
MA, Hampden-Wilbraham Regional School District 
MA, Hoosac Valley Regional School Dist-FKA Adams-Cheshire 
MA, Hoosac Valley Regional School District 
MA, Lowell Community Charter Public School 
MA, Lower Pioneer Valley Educational Collaborative 
MA, Marthas Vineyard Regional High School District 
MA, Montachusett Regional Vocational Technical School District 
MA, Narragansett Regional School District 
MA, North Middlesex Regional School District 
MA, Northborough-Southborough Regional School District 
MA, Northeast Metropolitan Regional Vocational School District 
MA, Old Rochester Regional School District 
MA, Pentucket Regional School District 
MA, Quabbin Regional School District 
MA, Quaboag Regional School District 
MA, Seven Hills Charter Public School 
MA, Silver Lake Regional School District 
MA, South Middlesex Regional Vocational Technical School District 
MA, Southeastern Regional School District 
MA, Southwick-Tolland-Granville Regional School District 
MA, Tantasqua Regional School District 
MA, Upper Cape Cod Regional Vocational-Technical School District 
MA, Wachusett Regional School District 
MA, Whitman-Hanson Regional School District 
MA, Whittier Regional Technical High School 
MD, Board of Education of Allegany County 
MD, Board of Education of Baltimore County-Public Schools 
MD, Board of Education of Cecil County 
MD, Board of Education of Garrett County 
MD, Board of Education of Prince Georges County Maryland 
MD, Board of Education of Queen Annes County 
MD, Howard County Board of Education 
MD, Kent County Board of Education 
MD, Montgomery County Public Schools 
MD, The Board of Education of Caroline County 
MD, The Board of Education of Dorchester County 
MD, The Board of Education of Frederick County 
MD, The Board of Education of Worcester County 
ME, Central Lincoln County School System 
ME, Indian Township Passamaquoddy School Committee 
ME, M.S.A.D No. 52 
ME, Maine Administrative District No.1 
ME, Maine School Administrative District #41 
ME, Maine School Administrative District 15 
ME, Maine School Administrative District No. 11 
ME, Maine School Administrative District No. 17 
ME, Maine School Administrative District No. 35 
ME, Maine School Administrative District No. 37 
ME, Maine School Administrative District No. 46 
ME, Maine School Administrative District No. 53 
ME, Maine School Administrative District No. 58 
ME, Maine School Administrative District No. 60 
ME, Maine School Administrative District No. 75 
ME, Missisquoi Valley School District 
ME, Penobscot Indian School Committee 
ME, Pleasant Point Passamaquoddy School Committee 
ME, Pleasant Point Passamaquoddy School Committee of Maine Indian Education 
ME, Regional School Unit 56 
ME, Regional School Unit 74 
ME, Regional School Unit No 55 
ME, Regional School Unit No 68 
ME, Regional School Unit No. 10 
ME, Regional School Unit No. 14 
ME, Regional School Unit No. 40 
ME, Regional School Unit No. 44 
ME, Regional School Unit No. 49 
ME, Regional School Unit No. 54 
ME, Regional School Unit No. 57 
ME, Regional School Unit No. 59 
ME, Regional School Unit No. 61 
ME, Regional School Unit No. 72 
ME, Regional School Unit No.1 
ME, Regional School Unit No.2 
ME, Regional School Unit No.3 
ME, Regional School Unit No.4 
ME, Regional School Unit No.5 
ME, Regional School Unit No.6 
ME, Rsu 9 Mt. Blue Regional School District 
ME, RSU-School Administrative District No. 29 
ME, School Administrative District No. 27 
ME, School Administrative District No. 29 
ME, Wells-Ogunquit Community School District 
MI, Adams Township School District 
MI, Agbu Alex-Marie Manoogian School 
MI, Allegan Area Educational Service Agency 
MI, Allegan Public School 
MI, Alpena-Montmorency-Alcona Educational Service District 
MI, Arenac Eastern School District 
MI, Athens Area Schools 
MI, Bangor Schools Township 
MI, Bark River-Harris School District 
MI, Barry Intermediate School District 
MI, Bath Community Schools 
MI, Bay-Arenac Community High School 
MI, Bay-Arenac ISD 
MI, Beaverton Schools 
MI, Berrien Regional Education Service Agency 
MI, Big Burning School 
MI, Black River Public School 
MI, Bloomingdale School District 16 
MI, Branch Intermediate School District 
MI, Branch Line School 
MI, Brandon School District 
MI, Buchanan Community Schools 
MI, C.O.O.R. Intermediate School District 
MI, Calhoun Intermediate School District 
MI, Capac Community Schools 
MI, Centreville Public Schools 
MI, Charlevoix-Emmet Intermediate School District 
MI, Chatfield School 
MI, Cheboygan-Otsego-Presque Isle Educational Service District 
MI, Clare-Gladwin Regional Education Service District 
MI, Clarenceville School District of Oakland and Wayne Counties 
MI, Clinton County Regional Educational Service Agency 
MI, Coloma Community Schools 
MI, Constantine Public Schools 
MI, Coon School Berlin Township School District #3 
MI, Copper Country Intermediate School District 
MI, Cornerstone Health _ Technology High School 
MI, Crawford Ausable School District 
MI, Croswell-Lexington Community Schools 
MI, Davison Community Schools 
MI, Deaborn Heights School District 7 
MI, Dearborn Heights School District 7 
MI, Delta-Schoolcraft Intermediate School District 
MI, Detroit City School District 
MI, Detroit Community Schools 
MI, Detroit Public Schools Community District 
MI, Dickinson-Iron Intermediate School District 
MI, Dr. Joseph F. Pollack Academic Center of Excellence 
MI, Eastern Upper Peninsula Intermediate School District 
MI, Eaton Regional Education Service Agency 
MI, Eccles School 
MI, Excelsior Township School District 1 
MI, Flex High School of Michigan 
MI, Flextech High School 
MI, Flextech High School Shepherd 
MI, Francis Street Primary School 
MI, Genesee School District #6 
MI, Godwin Heights Public Schools 
MI, Gogebic-Ontonagon Intermediate School District 
MI, Gratiot-Isabella Regional Education Service District 
MI, Hasting Area School System 
MI, Hastings Area School System 
MI, Highland Park City Schools 
MI, Hillsdale County Intermediate School District 
MI, Honey Creek Community School 
MI, Huron Intermediate School District 
MI, Ingham Intermediate School District 
MI, Ionia County Intermediate School District 
MI, Iosco Regional Educational Service Agency 
MI, Ironwood Area Schools of Gogebic County 
MI, Jackson Public Schools 
MI, Jefferson Public Schools 
MI, Jefferson Schools 
MI, Kalamazoo Regional Educational Service Agency 
MI, Kensington Woods Schools 
MI, Kent Intermediate School District 
MI, Kingsbury Country Day School 
MI, Lake Shore Public Schools 
MI, Lakeshore School District Berrien 
MI, Lakeview Community Schools 
MI, Lakeview Public Schools 
MI, Lapeer Community Schools of Lapeer County 
MI, Lenawee Intermediate School District 
MI, Lewis Cass Intermediate School District 
MI, Lincoln Consolidated Schools 
MI, Livingston Educational Service Agency 
MI, Livonia Public Schools 
MI, Macomb Intermediate School District 
MI, Madison School District 
MI, Manistee Intermediate School District 
MI, Marquette-Alger Regional Educational Service Agency 
MI, Mason County Central School District 
MI, Mason Public Schools 
MI, Mcbain Rural Agricultural Schools 
MI, Mecosta-Osceola Intermediate School District 
MI, Memphis Community Schools 
MI, Menominee County Intermediate School District 
MI, Midland County Educational Service Agency 
MI, Mio Ausable Schools 
MI, Monroe County Intermediate School District 
MI, Montcalm Area Intermediate School District 
MI, Mount Clemens Community School District 
MI, Muskegon Area Inrermediate School District 
MI, Muskegon Area Intermediate School District 
MI, Muskegon Heights School District 
MI, Newaygo County Regional Educational Service Agency 
MI, Nextech High School 
MI, Nice Community School District 
MI, North LeValley School Ionia Township School District #2F 
MI, Oakland Flextech High School 
MI, Oakland Schools 
MI, Old Mission Peninsula School 
MI, Oneida Township School District #3 
MI, Ottawa Area Intermediate School District 
MI, Posen Consolidated School District No. 9 
MI, Public Schools of Calumet Laurium _ Keweenaw 
MI, Public Schools of the City of Muskegon 
MI, Ravenna Public Schools of Muskegon and Ottawa Counties 
MI, Redford Union Schools District No. 1 
MI, Republic-Michigamme Schools 
MI, River School - Sodus Township #5 
MI, Riverside School - Hagar Township #6 
MI, Romulus Community Schools 
MI, Sanilac Intermediate School District 
MI, Sault Ste. Marie Area Public Schools 
MI, School District of the City of East Lansing 
MI, School District of the City of Hazel Park 
MI, School District of the City of Inkster 
MI, School District of the City of Oak Park 
MI, School District of the City of Pontiac 
MI, School District of the City of River Rouge 
MI, School District of the City of Saginaw 
MI, School District of the City of Wyandotte 
MI, Schoolcraft Community Schools 
MI, Shiawassee Regional Educational Service District 
MI, Southfield Public Schools 
MI, St. Clair County Regional Educational Service Agency 
MI, St. Joseph County Intermediate School District 
MI, The Greenspire School 
MI, The James and Grace Lee Boggs School 
MI, The School District of the City of Harper Woods 
MI, Traverse Bay Area Intermediate School District 
MI, Tri County Area Schools 
MI, Tuscola Intermediate School District 
MI, University Prep Art and Design 
MI, Van Buren Public Schools 
MI, Verona Mills School 
MI, Walkerville Public Schools 
MI, Washtenaw Intermediate School District 
MI, Wayne County Regional Educational Service Agency 
MI, Wells Township School District No. 18 
MI, West Shore Educational Service District 
MI, Westwood Heights Schools 
MI, Wexford Missaukee Intermediate School District 
MI, Whiteford Agricultural School District of the Counties of Lenawee and Monroe 
MI, Windover High School 
MI, Woodland School 
MN, Anoka-Hennepin Independent School Dist No. 11 
MN, Area Special Education Cooperative 
MN, Austin Public Schools 
MN, Bagley Independent School District No. 162 
MN, Bemidji Regional Interdistrict Council No. 998 
MN, Benton Stearns Education District 
MN, Burnsville-Eagan-Savage Independent School District 191 
MN, Crosby Independent School District No. 182 
MN, Dassel-Cokato Independent School District 466 
MN, East Grand Forks Independent School District No. 595 
MN, Eastern Carver County Schools Independent School District No. 112 
MN, Educational Cooperative Service Unit of the Metropolitan Twin Cities Area 
MN, Fairbault Public Schools-Independent School District No. 656 
MN, Fairmont Area Public Schools Independent School District 2752 
MN, Farmington Independent School District No. 192 
MN, Fergus Falls Area Special Education Cooperative 935 
MN, Freshwater Education District No. 6004 
MN, Goodhue County Education District 
MN, Hiawatha Valley Education District 
MN, Independent School District 13 - Columbia Heights 
MN, Independent School District 14 Fridley 
MN, Independent School District 2142 
MN, Independent School District 2164 
MN, Independent School District 2198 
MN, Independent School District 2310 - Sibley East 
MN, Independent School District 256 
MN, Independent School District 282 
MN, Independent School District 317 - Deer River 
MN, Independent School District 345 
MN, Independent School District 38 
MN, Independent School District 480 
MN, Independent School District 534 
MN, Independent School District 701 
MN, Independent School District 719 Prior Lake-Savage Area Schools 
MN, Independent School District 720 - Shakopee 
MN, Independent School District 885 
MN, Independent School District No 2689 
MN, Independent School District No 432-Mahnomen 
MN, Independent School District No 518 
MN, Independent School District No. 001 
MN, Independent School District No. 0544 
MN, Independent School District No. 113 
MN, Independent School District No. 116 
MN, Independent School District No. 118-Northland Community Schools 
MN, Independent School District No. 12 
MN, Independent School District No. 15 
MN, Independent School District No. 152 
MN, Independent School District No. 162 - Bagley 
MN, Independent School District No. 177 
MN, Independent School District No. 182 - Crosby 
MN, Independent School District No. 182 Crosby 
MN, Independent School District No. 194 
MN, Independent School District No. 196 
MN, Independent School District No. 197 
MN, Independent School District No. 200 
MN, Independent School District No. 206 Alexandria Public Schools 
MN, Independent School District No. 2144 
MN, Independent School District No. 2155 
MN, Independent School District No. 22 Detroit Lakes Public Schools 
MN, Independent School District No. 2365 
MN, Independent School District No. 241 
MN, Independent School District No. 256 
MN, Independent School District No. 271 Bloomington 
MN, Independent School District No. 272 
MN, Independent School District No. 273 
MN, Independent School District No. 2753 Long Prairie-Grey Eagle 
MN, Independent School District No. 277 
MN, Independent School District No. 278 
MN, Independent School District No. 279 
MN, Independent School District No. 280 
MN, Independent School District No. 281 
MN, Independent School District No. 283 
MN, Independent School District No. 2859 
MN, Independent School District No. 286 
MN, Independent School District No. 2895 
MN, Independent School District No. 2905 
MN, Independent School District No. 31 
MN, Independent School District No. 316 
MN, Independent School District No. 318 
MN, Independent School District No. 361 
MN, Independent School District No. 381 
MN, Independent School District No. 413 
MN, Independent School District No. 435 
MN, Independent School District No. 508 
MN, Independent School District No. 51 
MN, Independent School District No. 578 
MN, Independent School District No. 593 
MN, Independent School District No. 6070-50 Itasca Area Schools Collaborative 
MN, Independent School District No. 621 
MN, Independent School District No. 622 
MN, Independent School District No. 624 
MN, Independent School District No. 625 
MN, Independent School District No. 704 
MN, Independent School District No. 706 
MN, Independent School District No. 707 
MN, Independent School District No. 709 
MN, Independent School District No. 728 
MN, Independent School District No. 740 
MN, Independent School District No. 748-Sartell 
MN, Independent School District No. 750 
MN, Independent School District No. 77 
MN, Independent School District No. 777 Benson Public Schools 
MN, Independent School District No. 821 
MN, Independent School District No. 831 
MN, Independent School District No. 832 
MN, Independent School District No. 833 
MN, Independent School District No. 877 Buffalo-Hanover-Montrose 
MN, Independent School District No. 88 
MN, Independent School District No. 882-Monticello Public Schools 
MN, Independent School District No. 911 
MN, Independent School District No. 94 
MN, Independent School Idstrict No. 199 
MN, Inependent School District No. 16 
MN, Intermediate District No. 287 
MN, Kelliher Independent School District No. 36 
MN, Lakes Country Service Cooperative 
MN, Long Prairie-Grey Eagle Independent School District No. 2753 
MN, Meeker and Wright Special Education Cooperative 
MN, Mid State Education District 
MN, Midwest Special Education Cooperative 
MN, Minnesota Office of Higher Education 
MN, Minnesota Valley Education District 
MN, Minnewaska Area Schools 
MN, Mora Schools Independent School District 332 
MN, North Branch Public School 
MN, Northwest Service Cooperative 
MN, Park Rapids Area Schools Independent School District 309 
MN, Perham Independent School District No. 549 
MN, Pine Island Public Schools 
MN, Redwood Falls Independent School District No. 2897 
