state.abb,county,year,category,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,id,state.name,population
VA,Brunswick County,2020,General Purpose,23859822,12685106,2394991,1909000,0,0,4147418,0,1289201,0,655402,2538956,4940591,905845,20321192,1024024,27682560,0,0,0,28706584,0500000US51025,Virginia,15849
TN,Sequatchie County,2020,General Purpose,3679193,0,54077,0,249000,0,0,479633,95116,0,0,1455369,2412067,0,6308282,469843,9705875,0,0,0,10175718,0500000US47153,Tennessee,15826
AR,Van Buren County,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US05141,Arkansas,15796
TX,Leon County,2020,General Purpose,2379421,0,1208465,547903,0,0,0,3219054,438867,0,184186,919071,840965,0,11800553,-1296223,14856812,0,0,0,13560589,0500000US48289,Texas,15719
CO,Grand County,2020,General Purpose,15952798,189000,5349787,3443321,2448859,0,0,0,0,0,0,6849149,11828201,2649957,23980653,5753821,39554139,148605,0,0,45307960,0500000US08049,Colorado,15717
GA,Jefferson County,2020,General Purpose,3614947,0,1105086,387221,0,0,0,0,0,0,190670,5271639,671015,1538892,13956845,3351790,18086601,0,0,0,21438391,0500000US13163,Georgia,15709
IL,Carroll County,2020,General Purpose,1385115,0,522365,0,0,86662,629048,0,0,0,147040,1064753,2316055,1289687,5123970,2017479,7776986,0,0,0,9794465,0500000US17015,Illinois,15702
MN,Aitkin County,2020,General Purpose,25216981,10164025,2538670,0,158358,0,10131555,0,756582,0,1377885,3205394,14834010,123659,20111520,6010322,32264261,0,0,0,38274583,0500000US27001,Minnesota,15697
IA,Jefferson County,2020,General Purpose,14494624,0,2429315,112443,0,8304071,2400739,0,1009046,0,239010,2004222,3381679,2408698,8975486,2185734,14584351,0,0,0,16770085,0500000US19101,Iowa,15663
VA,Nottoway County,2020,General Purpose,8995492,1482319,1444288,0,155163,0,0,1966255,1027423,0,298156,740490,3827260,0,12288392,1102574,15753568,0,0,0,16856142,0500000US51135,Virginia,15642
IA,Floyd County,2020,General Purpose,23862050,18220000,1635809,0,0,0,3492404,0,240816,0,233499,1703891,4444042,3087683,12450814,4709228,16977202,0,0,0,21686430,0500000US19067,Iowa,15627
WI,Marquette County,2020,General Purpose,15262167,7502427,2944687,0,0,2533333,0,2117373,1704269,0,577451,8756651,15201277,0,15186068,2695832,36448164,5565458,2160,0,39143996,0500000US55077,Wisconsin,15592
VA,Floyd County,2020,General Purpose,32606989,20656688,4494254,1906873,0,0,3311408,0,372189,0,493231,1241149,4616552,356775,17282834,596603,22900707,120872,172095,0,23497310,0500000US51063,Virginia,15476
MO,Moniteau County,2020,General Purpose,0,0,0,117383,0,0,0,0,0,0,0,0,0,0,10339374,849818,9489556,0,0,0,10339374,0500000US29135,Missouri,15473
MN,Redwood County,2020,General Purpose,13164635,4107896,2163526,152817,65782,0,5000291,0,820081,0,854242,3389247,13331183,3293556,15685091,7286201,28412876,0,0,0,35699077,0500000US27127,Minnesota,15425
AL,Washington County,2020,General Purpose,14094423,0,426648,2809257,0,71730,1758027,0,0,0,150243,3319208,4010294,251703,6648079,-1598851,15828135,0,0,0,14229284,0500000US01129,Alabama,15388
VA,Grayson County,2020,General Purpose,23738688,13483611,2037130,654066,0,41267,6016904,0,817578,0,688132,2434652,5517259,24883,14987318,2140481,20823631,0,0,0,22964112,0500000US51077,Virginia,15333
MN,Roseau County,2020,General Purpose,12419907,2746806,1233825,0,0,0,6173543,0,1068010,0,1197723,2643520,8310144,7549489,9523301,2344187,25682267,0,0,0,28026454,0500000US27135,Minnesota,15331
VA,Alleghany County,2020,General Purpose,32340964,13343765,2078506,8868326,1500000,0,5473387,0,639126,0,437854,5858014,10425472,169385,23233738,2576863,37109746,0,0,0,39686609,0500000US51005,Virginia,15223
IA,Page County,2020,General Purpose,5618655,1575000,446995,0,0,0,2261444,0,881480,0,453736,588476,4150819,2999625,7216219,2374002,12581137,0,0,0,14955139,0500000US19145,Iowa,15211
MO,Macon County,2020,General Purpose,0,0,0,0,0,0,11506,122028,0,0,0,0,0,0,11823812,257270,11566542,0,0,0,11823812,0500000US29121,Missouri,15209
AL,Cleburne County,2020,General Purpose,1528791,0,253241,0,0,0,116183,0,0,0,232726,1392371,3129329,10120,4763677,1329319,7966177,46498350,89640,0,46587990,0500000US01029,Alabama,15056
MI,Missaukee County,2020,General Purpose,2900212,0,512127,0,0,0,2254565,0,0,0,133520,2420522,1727032,11200,5562161,19671,9701244,0,0,0,9720915,0500000US26113,Michigan,15052
IA,Hamilton County,2020,General Purpose,22389205,16318606,953320,0,126524,0,3726780,0,218724,0,509449,2277500,6597912,3243218,11945071,3489305,20574396,0,0,0,24063701,0500000US19079,Iowa,15039
MI,Arenac County,2020,General Purpose,4684319,25000,1007766,0,332366,0,3063601,0,0,0,255585,1805795,2394313,0,6144126,761646,9582588,0,0,0,10344234,0500000US26011,Michigan,15002
TX,Jackson County,2020,General Purpose,3406402,0,524643,34910,0,0,544929,0,2144972,0,156948,2112273,1990275,135509,11762060,1835648,14164469,0,0,0,16000117,0500000US48239,Texas,14988
TN,Bledsoe County,2020,General Purpose,20474187,20150000,108347,0,0,66005,0,165670,85730,0,64008,3048201,3218385,1200953,4267473,1610495,10124517,0,0,0,11735012,0500000US47007,Tennessee,14913
NC,Mitchell County,2020,General Purpose,10375691,0,1056825,103861,0,0,2157986,26843,6409658,0,218790,787185,3413941,382480,16739777,657534,20665849,0,0,0,21323383,0500000US37121,North Carolina,14903
MN,Sibley County,2020,General Purpose,20715850,7209125,2382516,0,1486736,5330,7359839,0,628290,0,1644014,6380881,10556334,900912,18826003,6709506,29954624,0,0,0,36664130,0500000US27143,Minnesota,14836
IA,Kossuth County,2020,General Purpose,15086320,0,2708748,0,0,0,3535284,0,313944,0,516623,7601143,7484278,3861150,11683796,5090199,25540168,0,0,0,30630367,0500000US19109,Iowa,14828
VA,Clarke County,2020,General Purpose,28842226,24254430,1456422,135012,0,0,1398730,0,893774,0,703858,1386641,2783644,385747,28194711,2252394,30498349,0,0,0,32750743,0500000US51043,Virginia,14783
VA,Nelson County,2020,General Purpose,26081419,19748849,2457766,0,0,0,2439428,0,940292,0,495084,1241589,4316931,2439506,26503871,-804491,35306388,0,0,0,34501897,0500000US51125,Virginia,14775
IL,Pike County,2020,General Purpose,2603217,0,402299,0,0,435959,1554751,0,0,0,210208,4290469,2342123,0,6088813,-1524309,14245714,0,0,0,12721405,0500000US17149,Illinois,14739
TX,Nolan County,2020,General Purpose,13325157,11662068,185802,0,0,0,1368819,0,0,0,108468,1900116,486073,0,12085230,469441,14001978,0,0,0,14471419,0500000US48353,Texas,14738
MN,Renville County,2020,General Purpose,75067251,54147343,2390614,0,2739499,3637136,8728844,0,0,0,1574774,21602307,12446255,6435946,21385261,8853898,53015871,0,0,0,61869769,0500000US27129,Minnesota,14723
TX,Karnes County,2020,General Purpose,3781607,0,2259569,0,0,0,1249212,0,184866,0,87960,6139472,203539,0,27999041,6695463,27646589,0,0,0,34342052,0500000US48255,Texas,14710
GA,Jasper County,2020,General Purpose,3492299,0,723627,1128530,0,0,0,326076,0,0,204564,2227944,1032805,1274850,10711611,1414585,13832625,0,0,0,15247210,0500000US13159,Georgia,14588
IA,Harrison County,2020,General Purpose,7096682,0,629215,0,0,1667250,3491365,0,177011,0,1058096,1837998,5200970,2311426,9752188,2114739,16987843,0,0,0,19102582,0500000US19085,Iowa,14582
PA,Fulton County,2020,General Purpose,7374102,4649233,1061501,0,0,0,1511883,0,0,0,151485,772805,4981275,0,5177382,1538379,9393083,0,0,0,10931462,0500000US42057,Pennsylvania,14556
CO,Las Animas County,2020,General Purpose,2229164,0,1533784,288593,0,0,0,0,0,0,406787,1117785,13733632,4465508,13231148,954956,31593117,0,0,0,32548073,0500000US08071,Colorado,14555
WY,Carbon County,2020,General Purpose,19062714,0,4615312,4697360,0,0,6429711,0,2734562,0,424264,4205512,2177509,0,26726935,2253595,30856361,0,0,0,33109956,0500000US56007,Wyoming,14537
UT,San Juan County,2020,General Purpose,9436999,3276000,2000945,0,18906,0,2541175,0,0,0,1283003,5009942,8424443,90820,10862039,-2370381,26757625,0,0,0,24387244,0500000US49037,Utah,14518
TN,Cannon County,2020,General Purpose,6381425,0,512694,44533,5548764,224300,0,1219184,0,0,51134,1746855,2244272,1402435,6892877,783620,11502819,0,0,0,12286439,0500000US47015,Tennessee,14506
IA,Mills County,2020,General Purpose,17180923,11195000,981470,0,0,0,3666274,0,484156,0,854023,1566030,6838638,2273155,12242340,4147340,18772823,0,0,0,22920163,0500000US19129,Iowa,14484
MI,Gogebic County,2020,General Purpose,15264618,450000,1186635,0,0,0,11996199,0,828103,0,803681,15167281,2005650,408220,6057445,538509,23100087,0,0,0,23638596,0500000US26053,Michigan,14380
IA,Butler County,2020,General Purpose,12450295,7375000,1114908,0,37270,0,3129219,0,391637,0,402261,1353200,5222837,4438060,8720547,2820229,16914415,0,0,0,19734644,0500000US19023,Iowa,14334
NE,Saline County,2020,General Purpose,0,12045000,0,0,0,0,0,0,0,0,0,2510702,2803863,0,9760725,-211997,15287287,0,0,0,15075290,0500000US31151,Nebraska,14292
FL,Gulf County,2020,General Purpose,45007171,16720000,2924229,281073,0,0,21054661,0,927937,0,2379103,4771538,18798070,4881374,23262096,4508219,47204859,0,0,0,51713078,0500000US12045,Florida,14192
WI,Rusk County,2020,General Purpose,17411913,1860885,5215848,0,1043819,8695000,0,2998784,0,0,596361,8332826,6250928,1348821,12450851,2274867,26108559,0,0,0,28383426,0500000US55107,Wisconsin,14188
IA,O'Brien County,2020,General Purpose,3878841,0,364284,0,0,0,2619617,0,466342,0,287248,2057683,4640476,0,7572815,569985,13700989,0,0,0,14270974,0500000US19141,Iowa,14182
OK,Atoka County,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9678367,-18504,9696871,0,0,0,9678367,0500000US40005,Oklahoma,14143
NE,York County,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,1247423,301812,0,12265360,-1547225,15361820,0,0,0,13814595,0500000US31185,Nebraska,14125
VA,Dickenson County,2020,General Purpose,23982452,15789087,1660503,494836,0,1100330,4451376,0,0,0,476927,328981,7817479,2728055,20385397,-2242295,33502207,0,0,0,31259912,0500000US51051,Virginia,14124
NC,Swain County,2020,General Purpose,24893969,0,1383656,11630,0,0,3024076,0,2450828,0,624955,4720109,7924491,77318,13589042,850049,25460911,0,0,0,26310960,0500000US37173,North Carolina,14117
OH,Noble County,2020,General Purpose,17460191,1295450,1524673,0,635917,0,7883342,30079,5237323,0,773486,2735687,9653441,1979736,10008970,1435302,22942532,0,0,0,24377834,0500000US39121,Ohio,14115
IA,Allamakee County,2020,General Purpose,8695956,3960273,835649,0,0,356468,2604784,0,667229,0,271553,728737,4968627,286945,9436207,498364,14922152,0,0,0,15420516,0500000US19005,Iowa,14061
WI,Price County,2020,General Purpose,7054246,0,987099,0,0,5190244,0,1524382,0,0,876903,3996961,5638210,82625,11764865,918874,20563787,0,0,0,21482661,0500000US55099,Wisconsin,14054
FL,Hamilton County,2020,General Purpose,20310333,0,1007928,315472,0,0,15608302,0,375559,0,714798,2185540,7669101,487596,13490892,-1340886,25174015,0,0,0,23833129,0500000US12047,Florida,14004
MN,Pennington County,2020,General Purpose,26121124,16200885,989467,1102242,0,113000,4405905,0,464978,0,712978,2844314,8901604,4585803,12645440,3127744,25849417,0,0,0,28977161,0500000US27113,Minnesota,13992
MN,Faribault County,2020,General Purpose,31402336,16930192,1689698,0,0,0,3804372,0,7792418,0,1185656,5142475,10260634,233286,15277006,1165437,29747964,0,0,0,30913401,0500000US27043,Minnesota,13921
TN,Crockett County,2020,General Purpose,8905024,6690080,270471,77363,516622,1146753,0,200311,141908,0,61827,1693704,2931930,1205830,7318990,2132398,11018056,0,0,0,13150454,0500000US47033,Tennessee,13911
OK,Murray County,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8821706,-64224,8885930,0,0,0,8821706,0500000US40099,Oklahoma,13904
TX,Zapata County,2020,General Purpose,36875036,9392000,1257192,202732,23962372,0,0,269826,739528,0,591237,5566333,1583351,1121138,16108566,431004,23948384,0,0,0,24379388,0500000US48505,Texas,13889
IL,White County,2020,General Purpose,782951,0,454143,0,49112,0,0,3728291,0,0,279696,2315261,430013,0,8889774,3495985,8139063,0,0,0,11635048,0500000US17193,Illinois,13877
VA,Madison County,2020,General Purpose,29889757,24641000,1731637,305192,310000,0,790386,0,1269136,23293,514216,929018,5311740,254935,22324892,1396538,27424047,190278,261200,0,28820585,0500000US51113,Virginia,13837
NC,Chowan County,2020,General Purpose,19746921,549978,1059634,0,0,0,2804119,28055,8086547,0,389792,5141771,2287695,0,16086592,-1096945,24613003,0,0,0,23516058,0500000US37041,North Carolina,13708
KY,Union County,2020,General Purpose,0,4153359,0,0,42500,0,0,0,0,0,0,162320,0,0,11259713,136598,11285435,0,0,0,11422033,0500000US21225,Kentucky,13668
TN,Stewart County,2020,General Purpose,22393254,16195000,354162,0,441255,3464461,1273082,0,120881,0,233428,2329697,4131239,340454,9949686,2566716,14184360,0,0,0,16751076,0500000US47161,Tennessee,13657
FL,Calhoun County,2020,General Purpose,18628449,0,8029623,0,0,0,10079413,0,295433,0,223980,808019,5156524,2703283,12484554,4138502,17013878,0,0,0,21152380,0500000US12013,Florida,13648
TX,Trinity County,2020,General Purpose,1354343,0,197320,1103490,0,0,15132,0,0,0,38401,1292192,824988,0,6047895,696413,7468662,0,0,0,8165075,0500000US48455,Texas,13602
TX,Comanche County,2020,General Purpose,0,0,0,11595,0,105327,1738370,0,437455,0,0,1778539,444236,1868061,7325319,1234909,10181246,0,0,0,11416155,0500000US48093,Texas,13594
TN,Grundy County,2020,General Purpose,9530250,7467884,12042,0,1289206,320797,0,517726,60109,0,26632,1352186,3673389,549710,5437638,976638,10036285,0,0,0,11012923,0500000US47061,Tennessee,13529
TX,Madison County,2020,General Purpose,3777167,1365000,939009,554771,0,0,810377,0,0,0,108010,1560613,1096470,0,7841486,1171500,9327069,0,0,0,10498569,0500000US48313,Texas,13455
WA,Pend Oreille County,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,6246576,13767244,0,7569484,4920469,22662835,0,0,0,27583304,0500000US53051,Washington,13401
OH,Monroe County,2020,General Purpose,40711221,16360482,2127617,0,578321,0,12693491,0,8206373,0,744937,3711561,16540970,1791582,18911150,5604798,35350465,0,0,0,40955263,0500000US39111,Ohio,13385
SC,Bamberg County,2020,General Purpose,22020269,12311784,1121831,839848,0,841244,5948823,0,246851,0,219265,1741629,602160,1920713,10872560,3062778,12074284,0,0,0,15137062,0500000US45009,South Carolina,13311
CO,Moffat County,2020,General Purpose,7852669,0,2604953,0,260200,0,0,0,0,0,978246,7043053,12467474,290082,16283120,3432028,32651701,0,0,0,36083729,0500000US08081,Colorado,13292
IL,Clay County,2020,General Purpose,13126,0,0,0,0,0,0,0,0,0,0,950358,3984754,0,5590751,2209653,8316210,0,0,0,10525863,0500000US17025,Illinois,13288
MO,Osage County,2020,General Purpose,0,0,0,1120345,0,0,513410,0,0,0,0,281672,2777968,0,5611679,372446,8298873,0,0,0,8671319,0500000US29151,Missouri,13274
VA,Amelia County,2020,General Purpose,6292913,3965602,1629490,0,0,0,0,213737,388649,0,309172,3863878,3264519,0,13737204,3540075,17325526,0,0,0,20865601,0500000US51007,Virginia,13265
KS,Jackson County,2020,General Purpose,4853061,0,0,37000,0,0,4574437,0,0,0,241624,0,0,0,22384900,1956787,20428113,0,0,0,22384900,0500000US20085,Kansas,13232
CA,Mono County,2020,General Purpose,114458792,453100,6480166,0,0,0,56071010,0,9038821,0,3268723,10328633,24888563,1329921,29034913,2063861,63518169,3031781,189668,0,65582030,0500000US06051,California,13195
ID,Shoshone County,2020,General Purpose,7557690,0,2069969,2078138,0,0,3204201,0,0,0,197925,1312105,3010047,326058,16632978,2985615,18295573,0,0,0,21281188,0500000US16079,Idaho,13169
KY,Powell County,2020,General Purpose,0,7035000,0,214888,0,197576,0,0,0,0,0,1198760,5224004,0,5029082,471792,10980054,0,0,0,11451846,0500000US21197,Kentucky,13129
IA,Cass County,2020,General Purpose,5904169,2498000,384551,0,0,0,2750895,0,0,0,270723,581803,4253335,1156817,11061866,4006902,13046919,0,0,0,17053821,0500000US19029,Iowa,13127
IL,Mason County,2020,General Purpose,18386002,0,1844558,0,0,7039951,3208278,0,6135885,0,157330,4561351,1970225,0,5622092,-1155717,13309385,0,0,0,12153668,0500000US17125,Illinois,13086
IL,Cass County,2020,General Purpose,777026,0,777026,0,0,0,0,3220277,0,0,0,4699570,1010799,0,8640832,2689486,11661715,0,0,0,14351201,0500000US17017,Illinois,13042
NC,Perquimans County,2020,General Purpose,14838390,0,498230,162400,0,0,1919337,0,2365838,0,284617,4600926,2444303,105000,12680530,1001382,18829377,0,0,0,19830759,0500000US37143,North Carolina,13005
MI,Crawford County,2020,General Purpose,15905237,9831955,1180704,0,0,650000,728599,0,3331566,0,182413,2085887,3557411,0,6718311,111163,12250446,0,0,0,12361609,0500000US26039,Michigan,12988
MI,Presque Isle County,2020,General Purpose,7883374,0,393331,0,0,1885641,5509431,0,0,0,94971,1034934,1106017,0,5929886,425594,7645243,0,0,0,8070837,0500000US26141,Michigan,12982
UT,Millard County,2020,General Purpose,4798616,0,240788,0,0,250000,3452190,0,0,0,287844,5311618,7464301,8712,12139823,1451547,23472907,0,0,0,24924454,0500000US49027,Utah,12975
IA,Wright County,2020,General Purpose,21025869,9304980,1483342,0,82357,3800000,3585833,0,317859,0,438537,2009311,6156708,4102176,10353934,4283837,18338292,0,0,0,22622129,0500000US19197,Iowa,12943
AR,Lincoln County,2020,General Purpose,634879,6010000,634879,210607,0,0,2554440,0,0,0,17251,0,0,0,7233305,-2475856,9709161,0,0,0,7233305,0500000US05079,Arkansas,12941
OH,Vinton County,2020,General Purpose,0,877150,0,0,0,0,6142382,0,4199030,0,0,2953603,9214221,0,7497909,3344777,16320956,0,0,0,19665733,0500000US39163,Ohio,12800
TN,Meigs County,2020,General Purpose,1231514,1108125,50287,0,0,0,0,855445,0,0,73102,1462312,2332751,922145,4848400,400862,9164746,0,0,0,9565608,0500000US47121,Tennessee,12758
MN,Chippewa County,2020,General Purpose,9253807,0,1608670,57400,782116,0,5222403,0,803453,0,779765,2651428,10945872,1412000,12766665,5424573,22351392,0,0,0,27775965,0500000US27023,Minnesota,12598
GA,Bleckley County,2020,General Purpose,8238950,0,1000409,5852551,0,26391,688169,0,0,0,133341,1546262,1877749,0,8266517,1653413,10037115,0,0,0,11690528,0500000US13023,Georgia,12583
TN,Lewis County,2020,General Purpose,1308250,132694,369814,0,0,409171,253236,193443,125435,0,13761,1421091,3051276,125696,5498910,974078,9122895,0,0,0,10096973,0500000US47101,Tennessee,12582
MO,Mississippi County,2020,General Purpose,0,0,0,0,473481,0,0,0,0,0,0,431855,1593584,438408,4966790,-47623,7478260,0,0,0,7430637,0500000US29133,Missouri,12577
KS,Allen County,2020,General Purpose,0,0,0,23795000,0,0,0,0,0,0,0,0,0,0,20654496,1771413,18883083,0,0,0,20654496,0500000US20001,Kansas,12526
GA,Towns County,2020,General Purpose,1101182,0,633305,341744,0,0,0,0,0,0,126133,2659926,1210575,594876,9113697,1203363,12375711,0,0,0,13579074,0500000US13281,Georgia,12493
GA,Telfair County,2020,General Purpose,6559799,1522000,500884,845651,0,321172,867221,0,0,0,0,2197091,0,1817512,7753478,1438420,10329661,2043284,940,0,11768081,0500000US13271,Georgia,12477
TX,Dawson County,2020,General Purpose,1810015,0,538538,803794,0,0,0,978274,353461,0,114222,2585697,346069,0,8893201,624843,11200124,0,0,0,11824967,0500000US48115,Texas,12456
FL,Franklin County,2020,General Purpose,37436513,0,2310609,277470,646547,0,16052974,0,12967004,0,0,10925602,7334671,1741028,20269430,6689506,33581225,0,0,0,40270731,0500000US12037,Florida,12451
MT,Sanders County,2020,General Purpose,12204685,4918999,1231775,608807,107563,0,4540745,0,294522,0,501770,2270676,2745581,50000,8236103,1397309,11905051,0,0,0,13302360,0500000US30089,Montana,12400
NM,Colfax County,2020,General Purpose,22470810,5200728,273943,0,7496908,0,6621311,0,2361107,0,516813,706664,2179846,763045,11470643,563524,14556674,0,0,0,15120198,0500000US35007,New Mexico,12387
IA,Grundy County,2020,General Purpose,18504156,14125000,876855,0,0,0,2371311,0,177426,0,389264,1161603,4807526,334029,7258086,-1512983,15074227,0,0,0,13561244,0500000US19075,Iowa,12329
IA,Appanoose County,2020,General Purpose,3397779,0,383209,0,575000,0,1982982,0,224594,0,231994,844230,3559015,96667,6066167,-465977,11032056,0,0,0,10566079,0500000US19007,Iowa,12317
IL,Menard County,2020,General Purpose,2899168,0,2462245,0,0,0,136923,0,300000,0,0,9256115,1261916,249333,6000634,1327591,15440407,0,0,0,16767998,0500000US17129,Illinois,12297
UT,Morgan County,2020,General Purpose,2841693,100000,886193,839451,0,0,942957,0,0,0,73092,2114259,2570835,2611668,8170391,5909046,9558107,0,0,0,15467153,0500000US49029,Utah,12295
VA,Northampton County,2020,General Purpose,57785802,47841203,3315747,0,24260,35316,963720,0,1878700,0,826448,2379526,6309865,69347,27583716,2212621,34129833,0,0,0,36342454,0500000US51131,Virginia,12282
NC,Pamlico County,2020,General Purpose,17095320,0,953779,0,0,11814394,2992200,0,904205,0,430742,4478646,7993051,0,15552540,2141070,25883167,0,0,0,28024237,0500000US37137,North Carolina,12276
IN,Pike County,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US18125,Indiana,12250
TX,Newton County,2020,General Purpose,12164787,9490000,415686,0,0,1962097,297004,0,0,0,0,840692,0,15102935,9614995,-1402267,26960889,0,0,0,25558622,0500000US48351,Texas,12217
ND,Rolette County,2020,General Purpose,12476363,9065612,197087,546197,0,0,2941530,532135,139292,0,114410,643067,1191600,58695,4327110,397769,5822703,0,0,0,6220472,0500000US38079,North Dakota,12187
OR,Morrow County,2020,General Purpose,16285172,0,2016362,501601,0,1072747,11777803,0,403540,0,513119,7966004,5663131,0,15340021,859613,28109543,0,0,0,28969156,0500000US41049,Oregon,12186
IA,Union County,2020,General Purpose,14685060,11395000,335107,0,0,630000,1729150,0,367632,0,228171,838199,3890472,76215,7188716,-4188967,16182569,0,0,0,11993602,0500000US19175,Iowa,12138
GA,Crawford County,2020,General Purpose,4859099,3542639,406712,203355,0,16619,428240,0,0,0,0,2099877,1527509,682941,7245455,1183080,10372702,0,0,0,11555782,0500000US13079,Georgia,12130
FL,Glades County,2020,General Purpose,30811520,0,2363467,267482,0,95560,24685435,0,2026133,0,927937,9533436,3694753,1817736,13858130,-24755,28928810,0,0,0,28904055,0500000US12043,Florida,12126
MI,Lake County,2020,General Purpose,12356760,6018126,347114,0,0,0,5730183,0,31654,0,229683,2020662,2815688,252299,7673706,586169,12176186,0,0,0,12762355,0500000US26085,Michigan,12096
MT,Jefferson County,2020,General Purpose,8983087,911219,362764,0,1110191,0,5530340,0,367275,0,701298,1728238,4025548,0,7599916,1207139,12146563,0,0,0,13353702,0500000US30043,Montana,12085
GA,Macon County,2020,General Purpose,1851059,0,586288,0,0,24624,0,0,0,0,149266,1340755,9203,1473304,7587788,1547525,8863525,0,0,0,10411050,0500000US13193,Georgia,12082
MN,Koochiching County,2020,General Purpose,14617445,3404889,0,89799,0,1222000,6253738,0,645441,0,777689,13250646,6589943,6664009,17205653,10710458,32999793,0,0,0,43710251,0500000US27071,Minnesota,12062
ID,Boundary County,2020,General Purpose,5278640,0,80331,225796,0,0,3207526,0,182766,0,0,3877673,3187181,511540,7620346,-99215,15295955,0,210563,0,15196740,0500000US16021,Idaho,12056
WA,Skamania County,2020,General Purpose,0,0,0,0,300000,0,2552846,955336,2753237,0,0,196221,584179,0,181255,-25817,987472,0,0,0,961655,0500000US53059,Washington,12036
AR,Little River County,2020,General Purpose,429015,8690000,429015,0,0,177908,4045273,0,0,0,0,0,0,0,10615894,897022,9718872,0,0,0,10615894,0500000US05081,Arkansas,12026
IA,Chickasaw County,2020,General Purpose,9724863,0,2484509,0,0,3985000,2660825,0,62449,0,230386,2124679,4109583,4562943,8407176,4287556,14916825,0,0,0,19204381,0500000US19037,Iowa,12012
CO,Prowers County,2020,General Purpose,5674387,0,5164182,0,0,0,0,0,0,0,510205,1679084,17406310,0,7820503,1150497,25755400,0,0,0,26905897,0500000US08099,Colorado,11999
IL,Greene County,2020,General Purpose,1384704,0,207131,0,0,0,1069042,0,0,0,108531,2582524,2742738,0,3840629,1053583,8112308,0,0,0,9165891,0500000US17061,Illinois,11985
VA,Lunenburg County,2020,General Purpose,12313052,8430791,1601808,0,0,0,1963696,0,180301,0,136456,461715,3662459,68883,9524417,843563,12873911,0,2216,0,13717474,0500000US51111,Virginia,11936
IA,Lyon County,2020,General Purpose,7655468,2945000,1320857,0,0,0,2456548,0,335718,0,488698,1854418,5284158,1896429,9578631,2487505,16126131,0,0,0,18613636,0500000US19119,Iowa,11934
ID,Owyhee County,2020,General Purpose,4336968,0,0,811635,0,0,2062248,0,272347,0,138784,1069757,794817,0,7964205,-205669,10034448,0,0,0,9828779,0500000US16073,Idaho,11913
MT,Custer County,2020,General Purpose,12410563,6087279,328370,0,0,171687,3622173,0,441261,0,487845,1790010,1844480,445273,6982262,755796,10306229,0,0,0,11062025,0500000US30017,Montana,11867
VA,Northumberland County,2020,General Purpose,36056790,30836745,1994239,0,0,0,2153650,0,764036,10716,308120,1193566,3255933,0,25231603,801489,28879613,0,0,0,29681102,0500000US51133,Virginia,11839
KS,Marion County,2020,General Purpose,0,121137,0,2426100,0,0,4031560,0,0,0,0,0,0,0,22621663,244116,22377547,0,0,0,22621663,0500000US20115,Kansas,11823
UT,Juab County,2020,General Purpose,9247787,4891275,712846,15165,0,26591,1475888,0,0,0,1305339,2225920,5917091,136450,4725065,352940,12651586,0,0,0,13004526,0500000US49023,Utah,11786
ID,Valley County,2020,General Purpose,6213208,0,1145347,465670,0,0,3921208,0,366640,0,314343,4235185,1451640,0,15470176,2360296,18796705,0,0,0,21157001,0500000US16085,Idaho,11746
IA,Shelby County,2020,General Purpose,3680857,0,369617,30436,0,0,2549568,0,0,0,731236,576356,4687224,1157664,7572049,399249,13594044,0,0,0,13993293,0500000US19165,Iowa,11746
IL,Marshall County,2020,General Purpose,2238616,0,397408,0,0,0,1642810,0,843,0,198398,810636,2327055,262288,5119170,1379269,7139880,0,0,0,8519149,0500000US17123,Illinois,11742
IA,Cherokee County,2020,General Purpose,5850532,1771000,1105995,0,0,0,2544980,0,200328,0,228229,1133786,4507481,493774,7932431,223203,13844269,0,0,0,14067472,0500000US19035,Iowa,11658
TX,Ward County,2020,General Purpose,22041573,0,554549,0,0,68950,1896873,0,19222405,0,298796,956649,1188913,0,40754898,17126098,25774362,0,0,0,42900460,0500000US48475,Texas,11644
MO,Barton County,2020,General Purpose,0,0,0,24288,115561,0,0,0,0,0,0,0,0,0,5201872,421876,4779996,0,0,0,5201872,0500000US29011,Missouri,11637
MI,Iron County,2020,General Purpose,6612269,3637000,504121,0,0,0,2261756,0,0,0,209392,1965895,1282225,46613,6778748,1697555,8375926,368985,26081,0,10073481,0500000US26071,Michigan,11631
TN,Jackson County,2020,General Purpose,7601744,170619,97389,0,6921828,276479,0,553219,0,0,135429,2166575,2706804,97713,5627614,159826,10438880,0,0,0,10598706,0500000US47087,Tennessee,11617
