"","state.abb","state.name","geo_id","government_ID","entity","total_liabilities","revenues","lia_rev_ratio"
"3360","LA","Louisiana","1600000US2215465","19200100100000","Church Point",627528,4230941,14.83
"3361","NC","North Carolina","1600000US3724640","34205700100000","Franklin",13048895,9487065,137.54
"3362","IN","Indiana","1600000US1804888","15200100100000","Berne",0,0,NA
"3363","MI","Michigan","1600000US2669520","23206100800000","Roosevelt Park",8619695,4730348,182.22
"3364","ND","North Dakota","1600000US3831820","35205000800000","Grafton",25998007,16688645,155.78
"3365","VA","Virginia","1600000US5110040","47208300200000","Broadway",21693321,6783145,319.81
"3366","IL","Illinois","1600000US1742405","14205100300000","Lawrenceville",7564773,4685196,161.46
"3367","OK","Oklahoma","1600000US4067950","37201490200000","Slaughterville",1500,716742,0.21
"3368","IA","Iowa","1600000US1910765","16209100200000","Carlisle",0,9029166,0
"3369","CT","Connecticut","1600000US0918780","07200800100000","Danielson",1511738,898240,168.3
"3370","LA","Louisiana","1600000US2238285","19203000100000","Jena",3137497,4161412,75.4
"3371","IL","Illinois","1600000US1759052","14209901300000","Peotone",6536603,3584323,182.37
"3372","MI","Michigan","1600000US2647820","23202500800000","Linden",7047204,4210106,167.39
"3373","MI","Michigan","1600000US2649540","23204100700000","Lowell",19323667,15234675,126.84
"3374","OH","Ohio","1600000US3983580","36204900600000","West Jefferson",0,7796364,0
"3375","NE","Nebraska","1600000US3116655","28207400300000","Falls City",15376479,15707473,97.89
"3376","IL","Illinois","1600000US1731446","14204951600000","Green Oaks",10536698,5851356,180.07
"3377","MI","Michigan","1600000US2661620","23200300600000","Otsego",1444011,5060228,28.54
"3378","IL","Illinois","1600000US1771448","14207901200000","Sparta",29287274,9102375,321.75
"3379","MI","Michigan","1600000US2658640","23206100600000","North Muskegon",7910722,5569651,142.03
"3380","IL","Illinois","1600000US1739883","14204950700000","Kildeer",9637573,5086264,189.48
"3381","MI","Michigan","1600000US2646320","23206301500000","Lathrup",11032392,6880684,160.34
"3382","IL","Illinois","1600000US1750530","14209800700000","Morrison",17487817,5356362,326.49
"3383","GA","Georgia","1600000US1341932","11211200100000","Jasper",10307227,11256449,91.57
"3384","MI","Michigan","1600000US2651600","23207400400000","Marine City",8784155,5362030,163.82
"3385","IL","Illinois","1600000US1749386","14208201600000","Millstadt",5423517,4704075,115.29
"3386","UT","Utah","1600000US4951910","45201500100000","Morgan",5052559,7738151,65.29
"3387","OH","Ohio","1600000US3969470","36203102800000","St. Bernard",33179221,13803129,240.37
"3388","IL","Illinois","1600000US1737257","14201651000000","Indian Head Park",4427783,6879790,64.36
"3389","OH","Ohio","1600000US3963030","36204900400000","Plain",0,8231408,0
"3390","IN","Indiana","1600000US1802800","15207280100000","Austin",0,7985517,0
"3391","UT","Utah","1600000US4982620","45200301900000","Wellsville",613375,3319839,18.48
"3392","IA","Iowa","1600000US1968205","16208401200000","Rock Valley",0,12161866,0
"3393","IL","Illinois","1600000US1709798","14201601300000","Burnham",11115405,5509063,201.77
"3394","IA","Iowa","1600000US1953625","16205300400000","Monticello",0,6440930,0
"3395","IL","Illinois","1600000US1721358","14205300500000","Dwight",8768187,6705098,130.77
"3396","LA","Louisiana","1600000US2278470","19201500300000","Vidalia",20031798,35590229,56.28
"3397","OR","Oregon","1600000US4115350","38200600300000","Coquille",12817410,7285877,175.92
"3398","MI","Michigan","1600000US2607020","23208200200000","Belleville",7679886,4720975,162.68
"3399","OH","Ohio","1600000US3903926","36200700100000","Barnesville",0,5652306,0
"3400","IL","Illinois","1600000US1770252","14208202400000","Smithton",3839179,3326402,115.42
"3401","LA","Louisiana","1600000US2201885","19205300100000","Amite",6144032,6894146,89.12
"3402","IL","Illinois","1600000US1721254","14208200600000","Dupo",4262157,6533933,65.23
"3403","AZ","Arizona","1600000US0472420","03200980100000","Taylor",7028395,8739025,80.43
"3404","LA","Louisiana","1600000US2237830","19201900200000","Jackson",2042231,2044931,99.87
"3405","MO","Missouri","1600000US2923950","26209503100000","Fenton",571803,12885216,4.44
"3406","NE","Nebraska","1600000US3111020","28202400100000","Cozad",2400836,9927541,24.18
"3407","AK","Alaska","1600000US0282200","02202000200000","Valdez",67843905,109279404,62.08
"3408","CO","Colorado","1600000US0804935","06201900100000","Basalt",5176660,15740551,32.89
"3409","FL","Florida","1600000US1243375","10204600500000","Mary Esther",1206957,7172958,16.83
"3410","GA","Georgia","1600000US1337396","11211600100000","Hawkinsville",4037679,10611738,38.05
"3411","OK","Oklahoma","1600000US4069200","37205501700000","Spencer",6161667,2600018,236.99
"3412","TN","Tennessee","1600000US4774540","43204800200000","Tiptonville",2615986,3191028,81.98
"3413","IL","Illinois","1600000US1782855","14205690300000","Wonder Lake",5441977,2564208,212.23
"3414","NE","Nebraska","1600000US3116410","28204800400000","Fairbury",7449027,16962211,43.92
"3415","NC","North Carolina","1600000US3705040","34205100100000","Benson",9522154,13987192,68.08
"3416","MI","Michigan","1600000US2674980","23208001000000","South Haven",62041845,39060736,158.83
"3417","NC","North Carolina","1600000US3764500","34203601000000","Stanley",8345681,9809041,85.08
"3418","TN","Tennessee","1600000US4700640","43207100100000","Algood",1728437,5581311,30.97
"3419","LA","Louisiana","1600000US2204055","19204090200000","Ball",3319402,3342294,99.32
"3420","MO","Missouri","1600000US2910810","26201500100000","Camdenton",4587909,8854298,51.82
"3421","CA","California","1600000US0618506","05203750100000","Del Mar",44004702,28351577,155.21
"3422","IL","Illinois","1600000US1765819","14201608600000","Rosemont",651529458,105007653,620.46
"3423","IL","Illinois","1600000US1747163","14201200200000","Marshall",5876238,14190271,41.41
"3424","OH","Ohio","1600000US3951772","36208600600000","Montpelier",0,16374693,0
"3425","NJ","New Jersey","1600000US3453880","31200402200000","Oaklyn Borough",13278946,14355034,92.5
"3426","TX","Texas","1600000US4868456","44201100300000","Smithville",10992400,13790821,79.71
"3427","OK","Oklahoma","1600000US4045750","37204800300000","Madill",1248464,161725358,0.77
"3428","VA","Virginia","1600000US5118400","47209700100000","Colonial Beach",22736187,11039378,205.96
"3429","TN","Tennessee","1600000US4743140","43206700100000","Livingston",16094361,10849053,148.35
"3430","IL","Illinois","1600000US1748606","14210200500000","Metamora",3217206,3711513,86.68
"3431","KY","Kentucky","1600000US2143840","18204000100000","Lancaster",13318372,4661385,285.72
"3432","FL","Florida","1600000US1242400","10205201200000","Madeira Beach",30619347,17634504,173.63
"3433","KY","Kentucky","1600000US2113024","18202100100000","Carrollton",20083418,37239564,53.93
"3434","IA","Iowa","1600000US1917220","16204500200000","Cresco",0,6451238,0
"3435","IL","Illinois","1600000US1715235","14208100300000","Coal Valley",1063427,3967551,26.8
"3436","OH","Ohio","1600000US3905074","36200700200000","Bellaire",2789129,4461453,62.52
"3437","OK","Oklahoma","1600000US4051800","37205501400000","Nichols Hills",39136318,16803825,232.9
"3438","NC","North Carolina","1600000US3766040","34207150100000","Surf City",15463583,24228688,63.82
"3439","IL","Illinois","1600000US1764759","14208401900000","Rochester",2841747,3913878,72.61
"3440","TN","Tennessee","1600000US4779980","43202200500000","White Bluff",2788137,2088210,133.52
"3441","FL","Florida","1600000US1235850","10205050900000","Juno Beach",5818514,6082013,95.67
"3442","IA","Iowa","1600000US1984315","16207000600000","West Liberty",0,13501996,0
"3443","NC","North Carolina","1600000US3721160","34201670100000","Emerald Isle",9817112,30634605,32.05
"3444","GA","Georgia","1600000US1333336","11213200300000","Glennville",7279852,5478488,132.88
"3445","TN","Tennessee","1600000US4775820","43208630100000","Unicoi",1706775,1888026,90.4
"3446","OR","Oregon","1600000US4107200","38202500100000","Boardman",3877777,9638515,40.23
"3447","IA","Iowa","1600000US1982740","16200300600000","Waukon",0,14022605,0
"3448","CA","California","1600000US0606798","05201400100000","Bishop",18695772,11875861,157.43
"3449","MI","Michigan","1600000US2687420","23203300800000","Williamston",11933702,4959988,240.6
"3450","MI","Michigan","1600000US2609820","23201500100000","Boyne City",11779669,10974600,107.34
"3451","OH","Ohio","1600000US3930786","36203101300000","Golf Manor",0,4049987,0
"3452","OK","Oklahoma","1600000US4027200","37205100400000","Fort Gibson",9700665,7088104,136.86
"3453","IL","Illinois","1600000US1766950","14201001600000","St. Joseph",1735392,2556824,67.87
"3454","IL","Illinois","1600000US1763043","14207900900000","Red Bud",721830,10947544,6.59
"3455","MI","Michigan","1600000US2665860","23203400900000","Portland",13087913,10781946,121.39
"3456","OH","Ohio","1600000US3954852","36205701000000","New Lebanon",0,5430086,0
"3457","IA","Iowa","1600000US1911215","16207800300000","Carter Lake",0,7039251,0
"3458","AR","Arkansas","1600000US0526290","04200400600000","Gentry",297,4938348,0.01
"3459","MI","Michigan","1600000US2664740","23200300700000","Plainwell",4790326,5381677,89.01
"3460","IL","Illinois","1600000US1710240","14207100200000","Byron",6546859,4931127,132.77
"3461","MN","Minnesota","1600000US2743810","24208601100000","Montrose",5474023,5173951,105.8
"3462","MI","Michigan","1600000US2669400","23205001000000","Romeo",11813218,6710189,176.05
"3463","OH","Ohio","1600000US3986184","36204101900000","Wintersville",5439770,6129092,88.75
"3464","GA","Georgia","1600000US1380704","11215700200000","Washington",13205427,16966483,77.83
"3465","IL","Illinois","1600000US1723009","14208300200000","Eldorado",1190442,3807924,31.26
"3466","OH","Ohio","1600000US3932158","36203101400000","Greenhills",0,5040260,0
"3467","IL","Illinois","1600000US1727091","14205850100000","Forsyth",2494478,7175734,34.76
"3468","IA","Iowa","1600000US1900910","16206800100000","Albia",0,4420958,0
"3469","TX","Texas","1600000US4817216","44214200100000","Cotulla",22553897,7758799,290.69
"3470","CA","California","1600000US0685012","05205800200000","Wheatland",6872146,6345028,108.31
"3471","IL","Illinois","1600000US1755353","14205001500000","Oglesby",10378025,11237069,92.36
"3472","ID","Idaho","1600000US1632140","13202400200000","Gooding",6570241,5515558,119.12
"3473","IA","Iowa","1600000US1925590","16207400400000","Emmetsburg",2644965,5288604,50.01
"3474","MI","Michigan","1600000US2682300","23203900800000","Vicksburg",4276248,5284241,80.92
"3475","MI","Michigan","1600000US2640320","23204400500000","Imlay City",7377145,6893618,107.01
"3476","CA","California","1600000US0667126","05201001400000","San Joaquin",2149183,4826549,44.53
"3477","ID","Idaho","1600000US1637360","13203400200000","Heyburn",9434614,9895520,95.34
"3478","OK","Oklahoma","1600000US4070350","37200100100000","Stilwell",1128172,5821768,19.38
"3479","AK","Alaska","1600000US0254920","02201400700000","Nome",16868310,17245016,97.82
"3480","OH","Ohio","1600000US3986940","36202900900000","Yellow Springs",0,4673173,0
"3481","IN","Indiana","1600000US1812034","15208700200000","Chandler",0,0,NA
"3482","VA","Virginia","1600000US5157688","47212300100000","Norton",11228634,15634539,71.82
"3483","FL","Florida","1600000US1273025","10203501400000","Umatilla",4149848,7871631,52.72
"3484","NY","New York","1600000US3634495","33203600700000","Highland Falls",24061341,8355718,287.96
"3485","OH","Ohio","1600000US3950834","36207601500000","Minerva",0,5805175,0
"3486","IL","Illinois","1600000US1719083","14204950100000","Deer Park",789596,4845996,16.29
"3487","TN","Tennessee","1600000US4710560","43200300200000","Camden",12106834,7053053,171.65
"3488","NC","North Carolina","1600000US3734300","34204100500000","Jamestown",4117151,11400086,36.12
"3489","TN","Tennessee","1600000US4735160","43205100100000","Hohenwald",10343860,8679305,119.18
"3490","IN","Indiana","1600000US1857780","15205900300000","Paoli",0,23383454,0
"3491","LA","Louisiana","1600000US2227190","19205900300000","Franklinton",11430937,7040988,162.35
"3492","MN","Minnesota","1600000US2738060","24207700800000","Long Prairie",29490127,9099387,324.09
"3493","OK","Oklahoma","1600000US4023450","37201600300000","Elgin",34767,3501129,0.99
"3494","OR","Oregon","1600000US4132550","38202200400000","Harrisburg",16124625,4624367,348.69
"3495","AL","Alabama","1600000US0175960","01201300500000","Thomasville",33283776,17480241,190.41
"3496","IL","Illinois","1600000US1728144","14209800500000","Fulton",6499625,4113106,158.02
"3497","KY","Kentucky","1600000US2173110","18206900300000","Stanford",16668400,5665553,294.21
"3498","IL","Illinois","1600000US1724764","14205300700000","Fairbury",15835260,6598490,239.98
"3499","MN","Minnesota","1600000US2765956","24203800200000","Two Harbors",20774668,20836638,99.7
"3500","IA","Iowa","1600000US1959745","16206600500000","Osage",0,6685624,0
"3501","MI","Michigan","1600000US2614200","23204100200000","Cedar Springs",10560680,4601895,229.49
"3502","UT","Utah","1600000US4918910","45201400100000","Delta",3695993,8688313,42.54
"3503","FL","Florida","1600000US1235375","10202400100000","Jasper",3564274,4192379,85.02
"3504","TN","Tennessee","1600000US4737820","43205850300000","Jasper",2783633,5003002,55.64
"3505","TX","Texas","1600000US4825488","44204300500000","Farmersville",15492537,11376130,136.18
"3506","TX","Texas","1600000US4822132","44206700300000","Eastland",13702028,8291220,165.26
"3507","IL","Illinois","1600000US1756484","14207100700000","Oregon",8220347,6951673,118.25
"3508","IL","Illinois","1600000US1775614","14201002000000","Tolono",4779195,3470029,137.73
"3509","TN","Tennessee","1600000US4724480","43205400300000","Etowah",29590102,39991724,73.99
"3510","AR","Arkansas","1600000US0521190","04207270100000","Elkins",0,0,NA
"3511","IA","Iowa","1600000US1923250","16209900400000","Eagle Grove",0,8571683,0
"3512","UT","Utah","1600000US4904060","45200100100000","Beaver City",6925439,7785568,88.95
"3513","WV","West Virginia","1600000US5485228","49202400800000","Welch",16146662,5918814,272.8
"3514","WY","Wyoming","1600000US5683040","51201600500000","Wheatland",0,13503896,0
"3515","LA","Louisiana","1600000US2241400","19201800100000","Lake Providence",95184,1151768,8.26
"3516","GA","Georgia","1600000US1349532","11209900500000","Manchester",11820742,5959304,198.36
"3517","NC","North Carolina","1600000US3774680","34200800900000","Windsor",4106265,10292953,39.89
"3518","NE","Nebraska","1600000US3137105","28204500600000","Oneill",3701577,7283138,50.82
"3519","TN","Tennessee","1600000US4728800","43207800100000","Gatlinburg",46748357,51517265,90.74
"3520","PA","Pennsylvania","1600000US4255000","39201130100000","Northern Cambria Borough",0,2980140,0
"3521","VA","Virginia","1600000US5117440","47200330100000","Clifton Forge",10498496,6342527,165.53
"3522","AR","Arkansas","1600000US0528360","04200400700000","Gravette",109887,4384506,2.51
"3523","IL","Illinois","1600000US1732200","14204900700000","Hainesville",273345,3083163,8.87
"3524","OR","Oregon","1600000US4174000","38202100600000","Toledo",10215198,8742366,116.85
"3525","AR","Arkansas","1600000US0552970","04202400500000","Ozark",235615,4777952,4.93
"3526","LA","Louisiana","1600000US2207730","19200970100000","Blanchard",16635605,5482659,303.42
"3527","IL","Illinois","1600000US1764486","14208401800000","Riverton",4574094,6950001,65.81
"3528","TN","Tennessee","1600000US4712420","43204100100000","Centerville",7846782,9510262,82.51
"3529","OH","Ohio","1600000US3947600","36203102000000","Mariemont",0,5572619,0
"3530","IL","Illinois","1600000US1778370","14204980300000","Wadsworth",178189,2309252,7.72
"3531","FL","Florida","1600000US1250525","10204800700000","Oakland",14669566,19417164,75.55
"3532","GA","Georgia","1600000US1316824","11215400100000","Cleveland",2889221,5967825,48.41
"3533","MO","Missouri","1600000US2911566","26201700300000","Carrollton",10251343,11191641,91.6
"3534","OH","Ohio","1600000US3944366","36203101800000","Lockland",0,7584273,0
"3535","IL","Illinois","1600000US1742971","14205701300000","Leroy",6037961,4903486,123.14
"3536","UT","Utah","1600000US4932660","45202000600000","Gunnison City",9239057,4478475,206.3
"3537","MI","Michigan","1600000US2623500","23207800400000","Durand",19502743,5047966,386.35
"3538","GA","Georgia","1600000US1308284","11211300100000","Blackshear",8412003,5235611,160.67
"3539","NE","Nebraska","1600000US3106610","28202100500000","Broken Bow",15149566,16651404,90.98
"3540","NE","Nebraska","1600000US3152575","28202000300000","West Point",6742858,13681311,49.29
"3541","IA","Iowa","1600000US1956100","16201900700000","New Hampton",0,5359398,0
"3542","MI","Michigan","1600000US2662020","23206302200000","Oxford",5329965,4095747,130.13
"3543","OR","Oregon","1600000US4150950","38201000500000","Myrtle Creek",10057820,6903960,145.68
"3544","GA","Georgia","1600000US1345768","11208800100000","Leesburg",3506267,4403616,79.62
"3545","MN","Minnesota","1600000US2705212","24207600200000","Benson",11536367,13008145,88.69
"3546","NE","Nebraska","1600000US3119385","28202400400000","Gothenburg",7494715,12166107,61.6
"3547","IL","Illinois","1600000US1729125","14202700300000","Gibson",25444,5123236,0.5
"3548","NE","Nebraska","1600000US3102655","28206400100000","Auburn",0,2791450,0
"3549","OK","Oklahoma","1600000US4027800","37207100200000","Frederick",9781689,12589799,77.7
"3550","OH","Ohio","1600000US3952052","36201803300000","Moreland Hills",0,9046056,0
"3551","AR","Arkansas","1600000US0502860","04204300100000","Austin",25414,1676543,1.52
"3552","CA","California","1600000US0603274","05201900300000","Avalon",26611234,26199275,101.57
"3553","IN","Indiana","1600000US1877768","15206800800000","Union",0,0,NA
"3554","GA","Georgia","1600000US1384512","11208300300000","Wrightsville",3565111,3640950,97.92
"3555","OR","Oregon","1600000US4153150","38203480100000","North Plains",5521176,6996768,78.91
"3556","CA","California","1600000US0686930","05202870100000","Yountville",18178542,16143686,112.6
"3557","GA","Georgia","1600000US1334512","11208400100000","Gray",2189323,5340478,40.99
"3558","LA","Louisiana","1600000US2237445","19201000200000","Iowa",1857627,5468378,33.97
"3559","MN","Minnesota","1600000US2707462","24208400100000","Breckenridge",9346669,9351644,99.95
"3560","UT","Utah","1600000US4947730","45202000700000","Manti",5803765,4820949,120.39
"3561","IL","Illinois","1600000US1752142","14201401100000","New Baden",2985705,3800423,78.56
"3562","OR","Oregon","1600000US4135450","38202400700000","Hubbard",36666,3560701,1.03
"3563","PA","Pennsylvania","1600000US4255512","39204601400000","North Wales",2118783,6453440,32.83
"3564","TN","Tennessee","1600000US4769620","43202400500000","Somerville",5619194,9983680,56.28
"3565","VA","Virginia","1600000US5184960","47205100100000","West Point",6755473,9732572,69.41
"3566","NC","North Carolina","1600000US3770720","34203100800000","Wallace",7603063,9794122,77.63
"3567","OK","Oklahoma","1600000US4035000","37203800300000","Hobart",2947848,4823107,61.12
"3568","IL","Illinois","1600000US1729080","14210280200000","Germantown Hills",5956506,2884082,206.53
"3569","LA","Louisiana","1600000US2278820","19201000500000","Vinton",4362867,7274453,59.98
"3570","PA","Pennsylvania","1600000US4272960","39200206400000","Springdale Borough",0,6121791,0
"3571","FL","Florida","1600000US1215775","10200900100000","Crystal River",11538473,11263815,102.44
"3572","UT","Utah","1600000US4906370","45201900100000","Blanding",10295198,7853715,131.09
"3573","OR","Oregon","1600000US4150150","38202400900000","Mount Angel",18480,3798749,0.49
"3574","IL","Illinois","1600000US1738544","14210001100000","Johnston City",273499,4258936,6.42
"3575","MI","Michigan","1600000US2626420","23200900300000","Essexville",19571904,5419755,361.12
"3576","VA","Virginia","1600000US5101528","47201600100000","Altavista",14875058,10985910,135.4
"3577","OK","Oklahoma","1600000US4020550","37207400300000","Dewey",2376662,3713845,63.99
"3578","OH","Ohio","1600000US3956154","36208701400000","North Baltimore",0,5153818,0
"3579","LA","Louisiana","1600000US2225160","19205600200000","Farmerville",9096525,7107213,127.99
"3580","FL","Florida","1600000US1258200","10206480100000","Ponce Inlet",12176757,10659551,114.23
"3581","MI","Michigan","1600000US2662980","23208000900000","Paw Paw",6762817,10212161,66.22
"3582","FL","Florida","1600000US1258675","10202300100000","Port St. Joe",20255939,14330868,141.34
"3583","OH","Ohio","1600000US3948468","36201803000000","Mayfield",0,27150434,0
"3584","IA","Iowa","1600000US1967800","16205701500000","Robins",0,4017063,0
"3585","IA","Iowa","1600000US1975675","16208501300000","Story",0,9633228,0
"3586","VA","Virginia","1600000US5107832","47206800100000","Blackstone",11509104,12853126,89.54
"3587","TN","Tennessee","1600000US4752400","43202300200000","Newbern",6168977,16020074,38.51
"3588","LA","Louisiana","1600000US2263680","19204200300000","Rayville",10722985,4961116,216.14
"3589","IA","Iowa","1600000US1985845","16204800700000","Williamsburg",0,16046125,0
"3590","LA","Louisiana","1600000US2210950","19200500100000","Bunkie",12163971,3825158,318
"3591","TN","Tennessee","1600000US4719380","43204500100000","Dandridge",8001622,7490306,106.83
"3592","WA","Washington","1600000US5324810","48200500100000","Forks",0,7249928,0
"3593","LA","Louisiana","1600000US2280430","19202700500000","Welsh",2650543,5993583,44.22
"3594","OH","Ohio","1600000US3934328","36207600800000","Hartville",0,3291631,0
"3595","OK","Oklahoma","1600000US4035850","37205700700000","Hominy",505107,5639790,8.96
"3596","CT","Connecticut","1600000US0939940","07200600300000","Jewett City",4234312,5179943,81.74
"3597","OR","Oregon","1600000US4137250","38202400800000","Jefferson",33927,3309781,1.03
"3598","TX","Texas","1600000US4843144","44215000100000","Llano",21084806,12654226,166.62
"3599","IA","Iowa","1600000US1952095","16203000300000","Milford",0,6132472,0
"3600","OR","Oregon","1600000US4103800","38200600100000","Bandon",11564510,12842014,90.05
"3601","TX","Texas","1600000US4811212","44221200200000","Bullard",6471548,6233813,103.81
"3602","OH","Ohio","1600000US3921616","36202600200000","Delta",0,2732686,0
"3603","OH","Ohio","1600000US3929204","36202700400000","Gallipolis",0,8607194,0
"3604","IL","Illinois","1600000US1728300","14204300400000","Galena",8586595,9884102,86.87
"3605","IL","Illinois","1600000US1770889","14206900800000","South Jacksonville",1127603,3970488,28.4
"3606","TN","Tennessee","1600000US4775560","43203050100000","Tusculum",263239,772057,34.1
"3607","TN","Tennessee","1600000US4755800","43207300300000","Oliver Springs",8130987,7028080,115.69
"3608","NC","North Carolina","1600000US3720600","34200900400000","Elizabethtown",6735528,9321359,72.26
"3609","KS","Kansas","1600000US2031675","17200700400000","Hiawatha",0,6886263,0
"3610","MI","Michigan","1600000US2609000","23204600300000","Blissfield (Lenawee County)",5917396,5505985,107.47
"3611","FL","Florida","1600000US1209550","10201800200000","Bunnell",12050505,9978724,120.76
"3612","OK","Oklahoma","1600000US4049850","37206800500000","Muldrow",3556413,3347799,106.23
"3613","MN","Minnesota","1600000US2719142","24206900900000","Ely",13687457,14744843,92.83
"3614","GA","Georgia","1600000US1339244","11214100100000","Hogansville",16560101,12431410,133.21
"3615","OK","Oklahoma","1600000US4046200","37201900600000","Mannford",1664292,8415909,19.78
"3616","SD","South Dakota","1600000US4643180","42206500500000","Mobridge",0,6904959,0
"3617","MI","Michigan","1600000US2615920","23201800100000","Clare",11118652,5907424,188.21
"3618","IL","Illinois","1600000US1711228","14201400600000","Carlyle",5706237,10173957,56.09
"3619","KY","Kentucky","1600000US2173164","18209900200000","Stanton",5585230,4147280,134.67
"3620","MI","Michigan","1600000US2669180","23208202500000","Rockwood",7582019,4291286,176.68
"3621","OR","Oregon","1600000US4121050","38203600400000","Dundee",46686,4439225,1.05
"3622","IL","Illinois","1600000US1778149","14205902300000","Virden",1005145,2535255,39.65
"3623","CA","California","1600000US0649852","05204700600000","Mount Shasta",11115789,10008154,111.07
"3624","IL","Illinois","1600000US1770161","14204550300000","Sleepy Hollow",499688,3018912,16.55
"3625","AZ","Arizona","1600000US0483090","03200200600000","Willcox",12329973,8213342,150.12
"3626","OR","Oregon","1600000US4154100","38202000800000","Oakridge",8404962,5341648,157.35
"3627","OK","Oklahoma","1600000US4058150","37206000300000","Perkins",6153203,3353265,183.5
"3628","AZ","Arizona","1600000US0483160","03200300200000","Williams",24055456,20572199,116.93
"3629","MT","Montana","1600000US3031075","27205300100000","Glasgow",13252440,6100289,217.24
"3630","OR","Oregon","1600000US4153750","38202300200000","Nyssa",9089826,2991804,303.82
"3631","IA","Iowa","1600000US1983685","16202900500000","West Burlington",0,7472027,0
"3632","OK","Oklahoma","1600000US4003300","37200300100000","Atoka",10387223,8294169,125.24
"3633","LA","Louisiana","1600000US2225440","19201500200000","Ferriday",3919024,4178843,93.78
"3634","WA","Washington","1600000US5380500","48203901400000","Zillah",0,11887893,0
"3635","AR","Arkansas","1600000US0553480","04204200400000","Paris",286752,6544788,4.38
"3636","CO","Colorado","1600000US0810600","06203200200000","Burlington",5689797,12025051,47.32
"3637","OH","Ohio","1600000US3945934","36207800400000","Mcdonald",0,3694344,0
"3638","IL","Illinois","1600000US1745993","14206001400000","Madison",12618560,9054027,139.37
"3639","IL","Illinois","1600000US1753455","14204950500000","North Barrington",398388,1548628,25.73
"3640","MI","Michigan","1600000US2655960","23202501000000","Mt. Morris",3505559,3580772,97.9
"3641","IL","Illinois","1600000US1729236","14205900900000","Gillespie",6683081,3386982,197.32
"3642","NC","North Carolina","1600000US3745880","34202850100000","Nags Head",22650900,30093560,75.27
"3643","IL","Illinois","1600000US1780931","14209202000000","Westville",391845,3329874,11.77
"3644","LA","Louisiana","1600000US2231705","19200980300000","Greenwood",5031028,3711598,135.55
"3645","IN","Indiana","1600000US1815256","15203100100000","Corydon",0,0,NA
"3646","IL","Illinois","1600000US1721696","14204500500000","East Dundee",48127504,12830701,375.1
"3647","IA","Iowa","1600000US1978285","16201600700000","Tipton",0,11789187,0
"3648","LA","Louisiana","1600000US2220575","19201000100000","Dequincy",6888312,6328757,108.84
"3649","IL","Illinois","1600000US1728963","14209200800000","Georgetown",7706965,2856438,269.81
"3650","CO","Colorado","1600000US0855980","06201500500000","Orchard",441494,2668601,16.54
"3651","MI","Michigan","1600000US2630340","23206350800000","Franklin",17832981,6314455,282.42
"3652","LA","Louisiana","1600000US2246720","19204700200000","Lutcher",2409747,3773436,63.86
"3653","OK","Oklahoma","1600000US4080550","37206700600000","Wewoka",94097,4547964,2.07
"3654","IA","Iowa","1600000US1977115","16208600900000","Tama",0,3900290,0
"3655","GA","Georgia","1600000US1378156","11204600400000","Unadilla",8806023,3357241,262.3
"3656","NE","Nebraska","1600000US3132340","28205000300000","Minden",5208419,7689927,67.73
"3657","IL","Illinois","1600000US1749893","14204601200000","Momence",1434075,3582821,40.03
"3658","TN","Tennessee","1600000US4770060","43205800200000","South Pittsburg",4679664,8545391,54.76
"3659","IL","Illinois","1600000US1751700","14209500600000","Nashville",6599115,6391022,103.26
"3660","KS","Kansas","1600000US2036950","17204800200000","Kingman",0,16837989,0
"3661","AK","Alaska","1600000US0241830","02201100700000","Kotzebue",10426309,22619946,46.09
"3662","NJ","New Jersey","1600000US3481200","31200501100000","Wildwood Crest Borough",54727532,42926733,127.49
"3663","CO","Colorado","1600000US0871755","06204960100000","Snowmass",17808066,38299992,46.5
"3664","FL","Florida","1600000US1203275","10201300100000","Bal Harbour",33380126,46635785,71.58
"3665","NC","North Carolina","1600000US3755660","34207800800000","Red Springs",6826304,10504534,64.98
"3666","TX","Texas","1600000US4821904","44202500400000","Early",16939768,6727645,251.79
"3667","NE","Nebraska","1600000US3102305","28207800100000","Ashland",4711043,6215664,75.79
"3668","OR","Oregon","1600000US4166550","38201590100000","Shady Cove",2618956,0,Inf
"3669","ME","Maine","1600000US2309585","20201500100000","Calais",14057424,18257513,77
"3670","OK","Oklahoma","1600000US4054200","37205400300000","Okemah",3240247,3940878,82.22
"3671","LA","Louisiana","1600000US2278890","19200900400000","Vivian",5379511,4477977,120.13
"3672","MI","Michigan","1600000US2632320","23202600200000","Gladwin",2920318,6258713,46.66
"3673","IA","Iowa","1600000US1929955","16204100400000","Garner",0,5117789,0
"3674","OR","Oregon","1600000US4167950","38200900300000","Sisters",8481794,9110235,93.1
"3675","MO","Missouri","1600000US2912988","26210100400000","Chaffee",72175,2592302,2.78
"3676","MI","Michigan","1600000US2666100","23202300800000","Potterville",17931869,3042880,589.31
"3677","OH","Ohio","1600000US3910800","36203400200000","Cadiz",0,5646049,0
"3678","FL","Florida","1600000US1209625","10206000100000","Bushnell",17004147,13275678,128.08
"3679","GA","Georgia","1600000US1352304","11209600300000","Montezuma",2656698,6719458,39.54
"3680","MI","Michigan","1600000US2618300","23207800300000","Corunna",3654751,5445859,67.11
"3681","OH","Ohio","1600000US3950918","36200600300000","Minster",6446839,23080208,27.93
"3682","NE","Nebraska","1600000US3108535","28206100100000","Central City",5701575,9345707,61.01
